Order	Song	Info	Concert	Date
2	9 Teen 90 Nine		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
3	My Generation	(followed by 'Seven Nation Army', 'Song 2' & 'Master of Puppets' snippets)	Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
4	Hot Dog		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
5	Rollin' (Air Raid Vehicle)		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
6	Pill Popper		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
7	Dad Vibes		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
8	My Way	('It'll Be OK' bridge riff intro)	Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
9	Heart-Shaped Box / Smells Like Teen Spirit	(Nirvana cover) (with 'Welcome to the Jungle', 'Sweet Child O' Mine' & 'Wasted Years' snippets)	Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
10	Take a Look Around		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
11	Nookie		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
12	Boiler		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
13	Full Nelson	(extended intro, with fan)	Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
14	Behind Blue Eyes	(The Who cover)	Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
15	Break Stuff		Limp Bizkit at Live at the Piece Hall 2023	2023-08-12
1	Hot Dog		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
2	Rollin' (Air Raid Vehicle)		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
3	My Way		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
4	Dad Vibes		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
5	My Generation		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
6	Livin' It Up		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
7	Nookie		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
8	Faith	(George Michael cover)	Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
9	Behind Blue Eyes	(The Who cover)	Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
10	Take a Look Around		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
11	Break Stuff		Limp Bizkit at Sturgis Bike Rally 2023	2023-08-07
1	Out of Style		Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
2	Dirty Rotten Bizkit		Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
3	Hot Dog	(preceded by a short snippet of Metallica's "Master of Puppets")	Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
4	Rollin' (Air Raid Vehicle)		Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
5	My Way		Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
6	Dad Vibes		Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
7	My Generation		Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
8	Livin' It Up		Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
9	Nookie		Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
10	Thieves	(Ministry cover) (Short version)	Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
11	Take a Look Around	(Aborted right before the second verse due to time constraints)	Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
12	Break Stuff	(With kids on stage)	Limp Bizkit at Mississippi Valley Fair 2023	2023-08-05
1	Dad Vibes		Limp Bizkit at Inkcarceration 2023	2023-07-14
2	Thieves	(Ministry cover) (Short version)	Limp Bizkit at Inkcarceration 2023	2023-07-14
3	Hot Dog		Limp Bizkit at Inkcarceration 2023	2023-07-14
4	My Way		Limp Bizkit at Inkcarceration 2023	2023-07-14
5	Rollin' (Air Raid Vehicle)	(Outro of the song was replaced with a DJ Lethal riff)	Limp Bizkit at Inkcarceration 2023	2023-07-14
6	My Generation		Limp Bizkit at Inkcarceration 2023	2023-07-14
7	Killing in the Name	(Rage Against the Machine cover)	Limp Bizkit at Inkcarceration 2023	2023-07-14
8	Break Stuff		Limp Bizkit at Inkcarceration 2023	2023-07-14
9	Nookie	(until second chorus)	Limp Bizkit at Inkcarceration 2023	2023-07-14
10	Full Nelson	(with fan on vocals)	Limp Bizkit at Inkcarceration 2023	2023-07-14
11	Faith	(George Michael cover)	Limp Bizkit at Inkcarceration 2023	2023-07-14
12	Take a Look Around		Limp Bizkit at Inkcarceration 2023	2023-07-14
1	Dad Vibes	(Fred Durst and DJ Lethal into full band)	Limp Bizkit at Rock im Park 2023	2023-06-04
2	Hot Dog		Limp Bizkit at Rock im Park 2023	2023-06-04
3	Thieves	(Ministry cover) (short version)	Limp Bizkit at Rock im Park 2023	2023-06-04
4	Rollin' (Air Raid Vehicle)		Limp Bizkit at Rock im Park 2023	2023-06-04
5	My Generation		Limp Bizkit at Rock im Park 2023	2023-06-04
6	My Way		Limp Bizkit at Rock im Park 2023	2023-06-04
7	Killing in the Name	(Rage Against the Machine cover) (preceded by 'Sweet Child O Mine', 'Master of Puppets' and 'South of Heaven' intros)	Limp Bizkit at Rock im Park 2023	2023-06-04
8	Behind Blue Eyes	(The Who cover)	Limp Bizkit at Rock im Park 2023	2023-06-04
9	Nookie	(until the second chorus)	Limp Bizkit at Rock im Park 2023	2023-06-04
10	Full Nelson	(Fred Durst announces it's Wes Borland's Birthday)	Limp Bizkit at Rock im Park 2023	2023-06-04
11	Faith	(George Michael cover) (preceded by 'All Apologies' intro)	Limp Bizkit at Rock im Park 2023	2023-06-04
12	Take a Look Around	(preceded by brief 'Heart-Shaped Box' jam)	Limp Bizkit at Rock im Park 2023	2023-06-04
13	Break Stuff	(with YUNGBLUD)	Limp Bizkit at Rock im Park 2023	2023-06-04
1	Thieves	(Ministry cover) (Short version)	Limp Bizkit at Rock am Ring 2023	2023-06-02
2	Hot Dog	(Stopped and resumed after a few minutes due to technical problems)	Limp Bizkit at Rock am Ring 2023	2023-06-02
3	Rollin' (Air Raid Vehicle)		Limp Bizkit at Rock am Ring 2023	2023-06-02
4	My Generation		Limp Bizkit at Rock am Ring 2023	2023-06-02
5	Livin' It Up		Limp Bizkit at Rock am Ring 2023	2023-06-02
6	My Way		Limp Bizkit at Rock am Ring 2023	2023-06-02
7	Behind Blue Eyes	(The Who cover) (Shortened)	Limp Bizkit at Rock am Ring 2023	2023-06-02
8	Nookie		Limp Bizkit at Rock am Ring 2023	2023-06-02
9	Faith	(George Michael cover)	Limp Bizkit at Rock am Ring 2023	2023-06-02
10	Take a Look Around		Limp Bizkit at Rock am Ring 2023	2023-06-02
11	Break Stuff		Limp Bizkit at Rock am Ring 2023	2023-06-02
1	Just Like This		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
2	Show Me What You Got		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
3	Hot Dog		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
4	Rollin' (Air Raid Vehicle)		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
5	Out of Style		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
6	My Generation	(preceded by Metallica's "Master of Puppets" intro jam)	Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
7	Livin' It Up		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
8	My Way		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
9	9 Teen 90 Nine		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
10	Nookie		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
11	Full Nelson		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
12	Thieves	(Ministry cover) (short version, order unconfirmed)	Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
13	Gold Cobra		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
14	Behind Blue Eyes	(The Who cover) (until second chorus)	Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
15	Faith	(George Michael cover)	Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
16	Re-Arranged	(until the bridge, into...)	Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
17	Boiler		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
18	Take a Look Around		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
19	Break Stuff		Limp Bizkit at Alaska Airlines Center, Anchorage, AK, USA	2023-05-13
1	Just Like This	(Tour debut; first time since 2015)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
2	Show Me What You Got		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
3	Hot Dog		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
4	Rollin' (Air Raid Vehicle)		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
5	Out of Style		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
6	My Generation		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
7	Livin' It Up		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
8	My Way		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
9	9 Teen 90 Nine		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
10	Nookie	(with BLACKGOLD)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
11	Full Nelson	(with Milkie Way)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
12	Heart-Shaped Box / Smells Like Teen Spirit	(Nirvana cover) (Proceeded by Sweet Child O' Mine, Wasted Years and Master of Puppets tease)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
13	Pollution	(until the second chorus, played upon request)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
14	Thieves	(Ministry cover) (Short version)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
15	Gold Cobra		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
16	Faith	(George Michael cover)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
17	Eat You Alive		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
18	Behind Blue Eyes	(The Who cover) (until the second chorus)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
19	Re-Arranged	(until the bridge)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
20	Boiler		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
21	Dad Vibes		Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
22	Take a Look Around	(with Sam Matlock)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
23	Break Stuff	(With all members of supports acts and some of the touring entourage)	Limp Bizkit at OVO Arena Wembley, London, England	2023-04-17
1	Show Me What You Got		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
2	Out of Style		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
3	Dirty Rotten Bizkit		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
4	Rollin' (Air Raid Vehicle)		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
5	Hot Dog		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
6	My Way		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
7	My Generation		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
8	Livin' It Up		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
9	Re-Arranged	(preceeded by Sour intro jam, until the bridge, into)	Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
10	Boiler		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
11	Barnacle		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
12	Nookie		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
13	Full Nelson	(Wes played the Sour riff as intro)	Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
14	Behind Blue Eyes	(The Who cover) (Until second chorus)	Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
15	Pollution	(played until the first chorus upon request)	Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
16	Gold Cobra		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
17	Bring It Back		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
18	Eat You Alive		Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
19	Take a Look Around	(with Sam Matlock)	Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
20	Break Stuff	(with all openers on stage)	Limp Bizkit at O2 Academy, Birmingham, England	2023-04-13
1	Show Me What You Got		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
2	Out of Style		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
3	Pill Popper		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
4	Dirty Rotten Bizkit		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
5	Barnacle		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
6	Rollin' (Air Raid Vehicle)		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
7	Hot Dog		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
8	My Generation		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
9	Livin' It Up		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
10	My Way	('It'll Be Ok' bridge riff intro)	Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
11	Eat You Alive		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
12	I'm Broke / Counterfeit / Pollution		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
13	Nookie		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
14	Full Nelson	(with Milkie Way)	Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
15	Re-Arranged	(Until the bridge, into...)	Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
16	Walking Away	(Tour debut)	Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
17	Take a Look Around		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
18	Behind Blue Eyes	(The Who cover) (Until second chorus, INXS's "Don't Change" tease at the end)	Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
19	Dad Vibes		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
20	Faith	(George Michael cover)	Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
21	Break Stuff		Limp Bizkit at Manchester Academy 1, University of Manchester, Manchester, England	2023-04-12
1	Show Me What You Got		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
2	Out of Style		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
3	Pill Popper		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
4	Dirty Rotten Bizkit		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
5	Barnacle		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
6	Rollin' (Air Raid Vehicle)	(with BLACKGOLD)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
7	Hot Dog		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
8	My Generation		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
9	Livin' It Up	(With a kid from the crowd on stage. He got his red cap signed by Fred.)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
10	My Way		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
11	Bring It Back		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
12	Eat You Alive		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
13	Heart-Shaped Box / Smells Like Teen Spirit	(Nirvana cover) (with short Metallica Master of Puppets intro jam between songs)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
14	9 Teen 90 Nine		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
15	Gold Cobra		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
16	Nookie	(started with first verse straight)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
17	Full Nelson		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
18	Re-Arranged	(until the end of the bridge)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
19	Boiler		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
20	Take a Look Around	(with Sam Matlock)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
21	Behind Blue Eyes	(The Who cover) (until the second chorus)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
22	Don't Change	(INXS cover) (aborted during the first verse)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
23	Dad Vibes		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
24	Faith	(George Michael cover)	Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
25	Break Stuff		Limp Bizkit at Poppodium 013, Tilburg, Netherlands	2023-04-09
1	Thieves	(Ministry cover) (Short version)	Limp Bizkit at Paaspop 2023	2023-04-07
2	Hot Dog		Limp Bizkit at Paaspop 2023	2023-04-07
3	Rollin' (Air Raid Vehicle)		Limp Bizkit at Paaspop 2023	2023-04-07
4	Nookie		Limp Bizkit at Paaspop 2023	2023-04-07
5	My Generation		Limp Bizkit at Paaspop 2023	2023-04-07
6	Livin' It Up		Limp Bizkit at Paaspop 2023	2023-04-07
7	My Way		Limp Bizkit at Paaspop 2023	2023-04-07
8	Heart-Shaped Box / Smells Like Teen Spirit	(Nirvana cover)	Limp Bizkit at Paaspop 2023	2023-04-07
9	Gold Cobra		Limp Bizkit at Paaspop 2023	2023-04-07
10	Faith	(George Michael cover)	Limp Bizkit at Paaspop 2023	2023-04-07
11	Take a Look Around		Limp Bizkit at Paaspop 2023	2023-04-07
12	Break Stuff		Limp Bizkit at Paaspop 2023	2023-04-07
1	Show Me What You Got		Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
2	Out of Style		Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
3	Pill Popper		Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
4	Dirty Rotten Bizkit	(with hardcore fan Tobit)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
5	Barnacle	(with hardcore fan Tobit)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
6	Rollin' (Air Raid Vehicle)	(with hardcore fans Rob and Tobit)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
7	Hot Dog	(with hardcore fans Brian and Tobit)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
8	My Generation	(with hardcore fans Daniel and Tobit)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
9	Livin' It Up	(with hardcore fan Alex and Tobit)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
10	My Way	(with hardcore fan Sabine and Tobit)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
11	Eat You Alive	(Fabian & Karsten)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
12	Nookie	(aborted during first verse due to fan not able to sing)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
13	Full Nelson	(with Milkie Way) (and BLACKGOLD vocalist)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
14	Gold Cobra	(with hardcore fan Manuel and another fan, preceded by Smells Like Teen Spirit Intro jam)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
15	Take a Look Around	(with Sam Matlock)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
16	I'm Broke / Counterfeit / Pollution	(with hardcore fan Garo from BizkitLive and hardcore fan Tobi joining for Pollution)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
17	Behind Blue Eyes	(The Who cover) (with female fan)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
18	Dad Vibes	(with female fan)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
19	Rollin' (Air Raid Vehicle)	(until end of first verse with a complaining fan)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
20	Faith	(George Michael cover) (with fan)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
21	Break Stuff	(with WARGASM) (Sam Matlock and Milkie Way, with all openers on stage)	Limp Bizkit at Jahrhunderthalle, Frankfurt, Germany	2023-04-05
1	Show Me What You Got		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
2	Out of Style		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
3	Pill Popper		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
4	Dirty Rotten Bizkit		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
5	Barnacle		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
6	Rollin' (Air Raid Vehicle)		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
7	Hot Dog		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
8	My Generation		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
9	Livin' It Up		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
10	My Way		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
11	Heart-Shaped Box / Smells Like Teen Spirit	(Nirvana cover)	Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
12	Bring It Back		Limp Bizkit at Forum Karlín, Prague, Czechia	2023-04-03
